Driver,Team,LapNumber,LapTime,Stint,TyreLife,Compound,PitInTime,PitOutTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsAccurate,LapTimeSeconds
VER,Red Bull Racing,2.0,0 days 00:01:33.433000,1.0,2.0,MEDIUM,,,290.0,255.0,244.0,291.0,True,93.433
VER,Red Bull Racing,3.0,0 days 00:01:32.730000,1.0,3.0,MEDIUM,,,311.0,259.0,245.0,318.0,True,92.73
VER,Red Bull Racing,4.0,0 days 00:01:32.780000,1.0,4.0,MEDIUM,,,313.0,259.0,245.0,316.0,True,92.78
VER,Red Bull Racing,5.0,0 days 00:01:32.582000,1.0,5.0,MEDIUM,,,320.0,254.0,244.0,288.0,True,92.582
VER,Red Bull Racing,6.0,0 days 00:01:33.027000,1.0,6.0,MEDIUM,,,290.0,255.0,245.0,285.0,True,93.027
VER,Red Bull Racing,7.0,0 days 00:01:33.100000,1.0,7.0,MEDIUM,,,292.0,255.0,245.0,287.0,True,93.1
VER,Red Bull Racing,8.0,0 days 00:01:32.884000,1.0,8.0,MEDIUM,,,293.0,256.0,245.0,287.0,True,92.884
VER,Red Bull Racing,9.0,0 days 00:01:32.822000,1.0,9.0,MEDIUM,,,291.0,257.0,246.0,288.0,True,92.822
VER,Red Bull Racing,10.0,0 days 00:01:32.594000,1.0,10.0,MEDIUM,,,293.0,257.0,245.0,287.0,True,92.594
VER,Red Bull Racing,11.0,0 days 00:01:32.597000,1.0,11.0,MEDIUM,,,292.0,256.0,246.0,287.0,True,92.597
VER,Red Bull Racing,12.0,0 days 00:01:32.687000,1.0,12.0,MEDIUM,,,293.0,256.0,244.0,288.0,True,92.687
VER,Red Bull Racing,13.0,0 days 00:01:32.678000,1.0,13.0,MEDIUM,,,293.0,256.0,244.0,287.0,True,92.678
VER,Red Bull Racing,14.0,0 days 00:01:33.046000,1.0,14.0,MEDIUM,,,289.0,255.0,246.0,289.0,True,93.046
VER,Red Bull Racing,15.0,0 days 00:01:32.990000,1.0,15.0,MEDIUM,,,289.0,255.0,245.0,290.0,True,92.99
VER,Red Bull Racing,16.0,0 days 00:01:32.808000,1.0,16.0,MEDIUM,,,291.0,257.0,245.0,291.0,True,92.808
VER,Red Bull Racing,17.0,0 days 00:01:32.603000,1.0,17.0,MEDIUM,,,289.0,256.0,246.0,290.0,True,92.603
VER,Red Bull Racing,18.0,0 days 00:01:32.507000,1.0,18.0,MEDIUM,,,290.0,256.0,245.0,293.0,True,92.507
VER,Red Bull Racing,19.0,0 days 00:01:32.338000,1.0,19.0,MEDIUM,,,290.0,256.0,246.0,291.0,True,92.338
VER,Red Bull Racing,20.0,0 days 00:01:32.295000,1.0,20.0,MEDIUM,,,290.0,257.0,247.0,293.0,True,92.295
VER,Red Bull Racing,21.0,0 days 00:01:32.494000,1.0,21.0,MEDIUM,,,290.0,256.0,247.0,292.0,True,92.494
VER,Red Bull Racing,22.0,0 days 00:01:32.184000,1.0,22.0,MEDIUM,,,290.0,257.0,246.0,292.0,True,92.184
VER,Red Bull Racing,23.0,0 days 00:01:32.272000,1.0,23.0,MEDIUM,,,290.0,256.0,246.0,294.0,True,92.272
VER,Red Bull Racing,24.0,0 days 00:01:32.350000,1.0,24.0,MEDIUM,,,291.0,257.0,246.0,294.0,True,92.35
VER,Red Bull Racing,25.0,0 days 00:01:32.295000,1.0,25.0,MEDIUM,,,289.0,257.0,247.0,297.0,True,92.295
VER,Red Bull Racing,26.0,0 days 00:01:32.276000,1.0,26.0,MEDIUM,,,288.0,257.0,247.0,292.0,True,92.276
VER,Red Bull Racing,27.0,0 days 00:01:32.138000,1.0,27.0,MEDIUM,,,290.0,257.0,247.0,294.0,True,92.138
VER,Red Bull Racing,28.0,0 days 00:01:32.215000,1.0,28.0,MEDIUM,,,289.0,256.0,248.0,295.0,True,92.215
VER,Red Bull Racing,29.0,0 days 00:01:32.251000,1.0,29.0,MEDIUM,,,290.0,257.0,248.0,295.0,True,92.251
VER,Red Bull Racing,30.0,0 days 00:01:32.363000,1.0,30.0,MEDIUM,,,289.0,257.0,247.0,293.0,True,92.363
VER,Red Bull Racing,31.0,0 days 00:01:32.388000,1.0,31.0,MEDIUM,,,289.0,258.0,248.0,293.0,True,92.388
VER,Red Bull Racing,32.0,0 days 00:01:32.210000,1.0,32.0,MEDIUM,,,289.0,259.0,248.0,293.0,True,92.21
VER,Red Bull Racing,39.0,0 days 00:01:30.348000,2.0,9.0,SOFT,,,298.0,260.0,249.0,289.0,True,90.348
VER,Red Bull Racing,40.0,0 days 00:01:30.547000,2.0,10.0,SOFT,,,291.0,261.0,249.0,290.0,True,90.547
VER,Red Bull Racing,41.0,0 days 00:01:30.688000,2.0,11.0,SOFT,,,294.0,261.0,250.0,294.0,True,90.688
VER,Red Bull Racing,42.0,0 days 00:01:30.275000,2.0,12.0,SOFT,,,294.0,264.0,250.0,293.0,True,90.275
VER,Red Bull Racing,43.0,0 days 00:01:30.535000,2.0,13.0,SOFT,,,295.0,262.0,248.0,294.0,True,90.535
VER,Red Bull Racing,44.0,0 days 00:01:30.648000,2.0,14.0,SOFT,,,295.0,262.0,250.0,293.0,True,90.648
VER,Red Bull Racing,45.0,0 days 00:01:31.342000,2.0,15.0,SOFT,,,297.0,261.0,247.0,291.0,True,91.342
VER,Red Bull Racing,46.0,0 days 00:01:31.114000,2.0,16.0,SOFT,,,298.0,262.0,248.0,293.0,True,91.114
VER,Red Bull Racing,47.0,0 days 00:01:31.148000,2.0,17.0,SOFT,,,297.0,263.0,249.0,292.0,True,91.148
VER,Red Bull Racing,48.0,0 days 00:01:31.400000,2.0,18.0,SOFT,,,297.0,260.0,249.0,289.0,True,91.4
VER,Red Bull Racing,49.0,0 days 00:01:31.218000,2.0,19.0,SOFT,,,299.0,261.0,249.0,290.0,True,91.218
VER,Red Bull Racing,50.0,0 days 00:01:31.292000,2.0,20.0,SOFT,,,299.0,262.0,249.0,291.0,True,91.292
VER,Red Bull Racing,51.0,0 days 00:01:31.397000,2.0,21.0,SOFT,,,299.0,262.0,250.0,290.0,True,91.397
VER,Red Bull Racing,52.0,0 days 00:01:30.975000,2.0,22.0,SOFT,,,299.0,262.0,249.0,291.0,True,90.975
GAS,Alpine,2.0,0 days 00:01:34.706000,1.0,2.0,MEDIUM,,,289.0,249.0,244.0,294.0,True,94.706
GAS,Alpine,3.0,0 days 00:01:33.605000,1.0,3.0,MEDIUM,,,306.0,253.0,244.0,317.0,True,93.605
GAS,Alpine,4.0,0 days 00:01:33.349000,1.0,4.0,MEDIUM,,,304.0,254.0,245.0,314.0,True,93.349
GAS,Alpine,5.0,0 days 00:01:33.863000,1.0,5.0,MEDIUM,,,302.0,251.0,244.0,293.0,True,93.863
GAS,Alpine,6.0,0 days 00:01:34.143000,1.0,6.0,MEDIUM,,,302.0,252.0,244.0,310.0,True,94.143
GAS,Alpine,7.0,0 days 00:01:34.399000,1.0,7.0,MEDIUM,,,302.0,253.0,243.0,313.0,True,94.399
GAS,Alpine,8.0,0 days 00:01:33.905000,1.0,8.0,MEDIUM,,,299.0,254.0,243.0,310.0,True,93.905
GAS,Alpine,9.0,0 days 00:01:33.592000,1.0,9.0,MEDIUM,,,300.0,253.0,244.0,311.0,True,93.592
GAS,Alpine,10.0,0 days 00:01:33.855000,1.0,10.0,MEDIUM,,,300.0,252.0,244.0,307.0,True,93.855
GAS,Alpine,11.0,0 days 00:01:33.836000,1.0,11.0,MEDIUM,,,298.0,252.0,242.0,305.0,True,93.836
GAS,Alpine,12.0,0 days 00:01:33.705000,1.0,12.0,MEDIUM,,,299.0,252.0,245.0,305.0,True,93.705
GAS,Alpine,13.0,0 days 00:01:33.683000,1.0,13.0,MEDIUM,,,299.0,253.0,245.0,304.0,True,93.683
GAS,Alpine,14.0,0 days 00:01:33.843000,1.0,14.0,MEDIUM,,,296.0,254.0,245.0,306.0,True,93.843
GAS,Alpine,15.0,0 days 00:01:33.769000,1.0,15.0,MEDIUM,,,313.0,255.0,245.0,307.0,True,93.769
GAS,Alpine,16.0,0 days 00:01:33.535000,1.0,16.0,MEDIUM,,,297.0,253.0,245.0,303.0,True,93.535
GAS,Alpine,17.0,0 days 00:01:33.138000,1.0,17.0,MEDIUM,,,298.0,254.0,244.0,306.0,True,93.138
GAS,Alpine,18.0,0 days 00:01:33.291000,1.0,18.0,MEDIUM,,,297.0,254.0,246.0,306.0,True,93.291
GAS,Alpine,19.0,0 days 00:01:33.199000,1.0,19.0,MEDIUM,,,316.0,255.0,246.0,307.0,True,93.199
GAS,Alpine,20.0,0 days 00:01:33.248000,1.0,20.0,MEDIUM,,,294.0,255.0,245.0,305.0,True,93.248
GAS,Alpine,21.0,0 days 00:01:33.098000,1.0,21.0,MEDIUM,,,294.0,254.0,245.0,306.0,True,93.098
GAS,Alpine,22.0,0 days 00:01:33.168000,1.0,22.0,MEDIUM,,,295.0,256.0,244.0,305.0,True,93.168
GAS,Alpine,23.0,0 days 00:01:32.846000,1.0,23.0,MEDIUM,,,296.0,255.0,244.0,307.0,True,92.846
GAS,Alpine,24.0,0 days 00:01:33.164000,1.0,24.0,MEDIUM,,,296.0,256.0,245.0,306.0,True,93.164
GAS,Alpine,25.0,0 days 00:01:33.098000,1.0,25.0,MEDIUM,,,295.0,256.0,246.0,306.0,True,93.098
GAS,Alpine,26.0,0 days 00:01:33.243000,1.0,26.0,MEDIUM,,,296.0,256.0,243.0,307.0,True,93.243
GAS,Alpine,27.0,0 days 00:01:32.988000,1.0,27.0,MEDIUM,,,280.0,255.0,246.0,305.0,True,92.988
GAS,Alpine,28.0,0 days 00:01:33.255000,1.0,28.0,MEDIUM,,,280.0,253.0,247.0,288.0,True,93.255
GAS,Alpine,29.0,0 days 00:01:33.283000,1.0,29.0,MEDIUM,,,280.0,254.0,247.0,286.0,True,93.283
GAS,Alpine,30.0,0 days 00:01:33.299000,1.0,30.0,MEDIUM,,,280.0,255.0,246.0,287.0,True,93.299
GAS,Alpine,39.0,0 days 00:01:32.980000,2.0,11.0,SOFT,,,293.0,255.0,250.0,297.0,True,92.98
GAS,Alpine,40.0,0 days 00:01:32.823000,2.0,12.0,SOFT,,,290.0,255.0,248.0,296.0,True,92.823
GAS,Alpine,41.0,0 days 00:01:31.827000,2.0,13.0,SOFT,,,305.0,257.0,248.0,315.0,True,91.827
GAS,Alpine,42.0,0 days 00:01:31.539000,2.0,14.0,SOFT,,,305.0,259.0,248.0,318.0,True,91.539
GAS,Alpine,43.0,0 days 00:01:31.648000,2.0,15.0,SOFT,,,305.0,259.0,248.0,316.0,True,91.648
GAS,Alpine,44.0,0 days 00:01:32.862000,2.0,16.0,SOFT,,,310.0,257.0,247.0,316.0,True,92.862
GAS,Alpine,45.0,0 days 00:01:36.665000,2.0,17.0,SOFT,,,307.0,259.0,120.0,308.0,True,96.665
PER,Red Bull Racing,2.0,0 days 00:01:35.482000,1.0,2.0,MEDIUM,,,291.0,253.0,243.0,297.0,True,95.482
PER,Red Bull Racing,3.0,0 days 00:01:34.380000,1.0,3.0,MEDIUM,,,318.0,256.0,243.0,324.0,True,94.38
PER,Red Bull Racing,4.0,0 days 00:01:34.339000,1.0,4.0,MEDIUM,,,312.0,253.0,244.0,326.0,True,94.339
PER,Red Bull Racing,5.0,0 days 00:01:34.073000,1.0,5.0,MEDIUM,,,310.0,254.0,243.0,296.0,True,94.073
PER,Red Bull Racing,6.0,0 days 00:01:33.671000,1.0,6.0,MEDIUM,,,309.0,257.0,244.0,326.0,True,93.671
PER,Red Bull Racing,7.0,0 days 00:01:33.919000,1.0,7.0,MEDIUM,,,288.0,255.0,243.0,295.0,True,93.919
PER,Red Bull Racing,8.0,0 days 00:01:33.568000,1.0,8.0,MEDIUM,,,291.0,256.0,245.0,299.0,True,93.568
PER,Red Bull Racing,9.0,0 days 00:01:33.271000,1.0,9.0,MEDIUM,,,309.0,260.0,244.0,330.0,True,93.271
PER,Red Bull Racing,10.0,0 days 00:01:33.364000,1.0,10.0,MEDIUM,,,291.0,255.0,245.0,296.0,True,93.364
PER,Red Bull Racing,11.0,0 days 00:01:33.547000,1.0,11.0,MEDIUM,,,300.0,258.0,242.0,320.0,True,93.547
PER,Red Bull Racing,12.0,0 days 00:01:33.429000,1.0,12.0,MEDIUM,,,312.0,257.0,245.0,327.0,True,93.429
PER,Red Bull Racing,13.0,0 days 00:01:33.452000,1.0,13.0,MEDIUM,,,289.0,256.0,246.0,291.0,True,93.452
PER,Red Bull Racing,14.0,0 days 00:01:33.751000,1.0,14.0,MEDIUM,,,298.0,254.0,245.0,304.0,True,93.751
PER,Red Bull Racing,15.0,0 days 00:01:33.480000,1.0,15.0,MEDIUM,,,307.0,256.0,245.0,318.0,True,93.48
PER,Red Bull Racing,16.0,0 days 00:01:33.055000,1.0,16.0,MEDIUM,,,310.0,259.0,246.0,329.0,True,93.055
PER,Red Bull Racing,17.0,0 days 00:01:33.280000,1.0,17.0,MEDIUM,,,287.0,255.0,245.0,293.0,True,93.28
PER,Red Bull Racing,18.0,0 days 00:01:33.099000,1.0,18.0,MEDIUM,,,289.0,255.0,246.0,298.0,True,93.099
PER,Red Bull Racing,19.0,0 days 00:01:33.276000,1.0,19.0,MEDIUM,,,286.0,253.0,245.0,292.0,True,93.276
PER,Red Bull Racing,20.0,0 days 00:01:33.202000,1.0,20.0,MEDIUM,,,289.0,255.0,246.0,295.0,True,93.202
PER,Red Bull Racing,21.0,0 days 00:01:33.233000,1.0,21.0,MEDIUM,,,288.0,255.0,246.0,296.0,True,93.233
PER,Red Bull Racing,22.0,0 days 00:01:33.026000,1.0,22.0,MEDIUM,,,289.0,258.0,246.0,297.0,True,93.026
PER,Red Bull Racing,23.0,0 days 00:01:33.262000,1.0,23.0,MEDIUM,,,287.0,255.0,245.0,293.0,True,93.262
PER,Red Bull Racing,24.0,0 days 00:01:32.726000,1.0,24.0,MEDIUM,,,291.0,256.0,246.0,301.0,True,92.726
PER,Red Bull Racing,25.0,0 days 00:01:32.907000,1.0,25.0,MEDIUM,,,290.0,257.0,247.0,300.0,True,92.907
PER,Red Bull Racing,26.0,0 days 00:01:32.962000,1.0,26.0,MEDIUM,,,290.0,256.0,247.0,299.0,True,92.962
PER,Red Bull Racing,27.0,0 days 00:01:32.742000,1.0,27.0,MEDIUM,,,289.0,255.0,248.0,303.0,True,92.742
PER,Red Bull Racing,30.0,0 days 00:01:31.408000,2.0,2.0,SOFT,,,286.0,258.0,247.0,294.0,True,91.408
PER,Red Bull Racing,31.0,0 days 00:01:31.532000,2.0,3.0,SOFT,,,288.0,259.0,247.0,298.0,True,91.532
PER,Red Bull Racing,39.0,0 days 00:01:32.503000,2.0,11.0,SOFT,,,307.0,261.0,249.0,315.0,True,92.503
PER,Red Bull Racing,40.0,0 days 00:01:31.909000,2.0,12.0,SOFT,,,294.0,258.0,248.0,302.0,True,91.909
PER,Red Bull Racing,41.0,0 days 00:01:31.391000,2.0,13.0,SOFT,,,321.0,263.0,248.0,332.0,True,91.391
PER,Red Bull Racing,42.0,0 days 00:01:31.716000,2.0,14.0,SOFT,,,316.0,263.0,248.0,338.0,True,91.716
PER,Red Bull Racing,43.0,0 days 00:01:32.005000,2.0,15.0,SOFT,,,321.0,263.0,247.0,334.0,True,92.005
PER,Red Bull Racing,44.0,0 days 00:01:31.712000,2.0,16.0,SOFT,,,293.0,260.0,248.0,300.0,True,91.712
PER,Red Bull Racing,45.0,0 days 00:01:31.571000,2.0,17.0,SOFT,,,317.0,265.0,246.0,327.0,True,91.571
PER,Red Bull Racing,46.0,0 days 00:01:31.675000,2.0,18.0,SOFT,,,318.0,264.0,247.0,331.0,True,91.675
PER,Red Bull Racing,47.0,0 days 00:01:31.505000,2.0,19.0,SOFT,,,296.0,261.0,249.0,299.0,True,91.505
PER,Red Bull Racing,48.0,0 days 00:01:31.209000,2.0,20.0,SOFT,,,295.0,261.0,249.0,297.0,True,91.209
PER,Red Bull Racing,49.0,0 days 00:01:31.360000,2.0,21.0,SOFT,,,300.0,261.0,250.0,297.0,True,91.36
PER,Red Bull Racing,50.0,0 days 00:01:31.139000,2.0,22.0,SOFT,,,300.0,260.0,248.0,299.0,True,91.139
PER,Red Bull Racing,51.0,0 days 00:01:30.914000,2.0,23.0,SOFT,,,300.0,260.0,250.0,296.0,True,90.914
PER,Red Bull Racing,52.0,0 days 00:01:31.188000,2.0,24.0,SOFT,,,305.0,261.0,250.0,304.0,True,91.188
ALO,Aston Martin,2.0,0 days 00:01:34.419000,1.0,3.0,MEDIUM,,,293.0,254.0,244.0,301.0,True,94.419
ALO,Aston Martin,3.0,0 days 00:01:33.424000,1.0,4.0,MEDIUM,,,314.0,257.0,244.0,319.0,True,93.424
ALO,Aston Martin,4.0,0 days 00:01:33.156000,1.0,5.0,MEDIUM,,,313.0,255.0,244.0,322.0,True,93.156
ALO,Aston Martin,5.0,0 days 00:01:34.157000,1.0,6.0,MEDIUM,,,297.0,254.0,244.0,309.0,True,94.157
ALO,Aston Martin,6.0,0 days 00:01:34.636000,1.0,7.0,MEDIUM,,,305.0,252.0,244.0,300.0,True,94.636
ALO,Aston Martin,7.0,0 days 00:01:34.645000,1.0,8.0,MEDIUM,,,297.0,255.0,244.0,319.0,True,94.645
ALO,Aston Martin,8.0,0 days 00:01:34.019000,1.0,9.0,MEDIUM,,,299.0,253.0,243.0,304.0,True,94.019
ALO,Aston Martin,9.0,0 days 00:01:33.657000,1.0,10.0,MEDIUM,,,299.0,254.0,244.0,306.0,True,93.657
ALO,Aston Martin,10.0,0 days 00:01:33.711000,1.0,11.0,MEDIUM,,,298.0,254.0,246.0,301.0,True,93.711
ALO,Aston Martin,11.0,0 days 00:01:33.737000,1.0,12.0,MEDIUM,,,297.0,253.0,245.0,301.0,True,93.737
ALO,Aston Martin,12.0,0 days 00:01:33.951000,1.0,13.0,MEDIUM,,,297.0,253.0,245.0,298.0,True,93.951
ALO,Aston Martin,13.0,0 days 00:01:33.565000,1.0,14.0,MEDIUM,,,297.0,255.0,245.0,296.0,True,93.565
ALO,Aston Martin,14.0,0 days 00:01:33.880000,1.0,15.0,MEDIUM,,,294.0,253.0,245.0,297.0,True,93.88
ALO,Aston Martin,15.0,0 days 00:01:33.736000,1.0,16.0,MEDIUM,,,294.0,255.0,246.0,299.0,True,93.736
ALO,Aston Martin,16.0,0 days 00:01:33.437000,1.0,17.0,MEDIUM,,,294.0,254.0,246.0,298.0,True,93.437
ALO,Aston Martin,17.0,0 days 00:01:33.188000,1.0,18.0,MEDIUM,,,296.0,255.0,245.0,302.0,True,93.188
ALO,Aston Martin,18.0,0 days 00:01:33.317000,1.0,19.0,MEDIUM,,,295.0,255.0,247.0,300.0,True,93.317
ALO,Aston Martin,19.0,0 days 00:01:33.185000,1.0,20.0,MEDIUM,,,294.0,255.0,247.0,301.0,True,93.185
ALO,Aston Martin,20.0,0 days 00:01:33.016000,1.0,21.0,MEDIUM,,,295.0,253.0,247.0,300.0,True,93.016
ALO,Aston Martin,21.0,0 days 00:01:33.190000,1.0,22.0,MEDIUM,,,294.0,254.0,247.0,300.0,True,93.19
ALO,Aston Martin,22.0,0 days 00:01:33.092000,1.0,23.0,MEDIUM,,,294.0,255.0,247.0,300.0,True,93.092
ALO,Aston Martin,23.0,0 days 00:01:33.026000,1.0,24.0,MEDIUM,,,293.0,255.0,247.0,299.0,True,93.026
ALO,Aston Martin,24.0,0 days 00:01:33.017000,1.0,25.0,MEDIUM,,,294.0,254.0,247.0,301.0,True,93.017
ALO,Aston Martin,25.0,0 days 00:01:33.078000,1.0,26.0,MEDIUM,,,294.0,256.0,247.0,299.0,True,93.078
ALO,Aston Martin,26.0,0 days 00:01:33.152000,1.0,27.0,MEDIUM,,,295.0,255.0,248.0,303.0,True,93.152
ALO,Aston Martin,27.0,0 days 00:01:32.914000,1.0,28.0,MEDIUM,,,294.0,255.0,248.0,301.0,True,92.914
ALO,Aston Martin,28.0,0 days 00:01:32.744000,1.0,29.0,MEDIUM,,,294.0,254.0,248.0,302.0,True,92.744
ALO,Aston Martin,29.0,0 days 00:01:32.727000,1.0,30.0,MEDIUM,,,294.0,256.0,249.0,300.0,True,92.727
ALO,Aston Martin,30.0,0 days 00:01:32.686000,1.0,31.0,MEDIUM,,,294.0,256.0,248.0,300.0,True,92.686
ALO,Aston Martin,31.0,0 days 00:01:32.916000,1.0,32.0,MEDIUM,,,294.0,255.0,248.0,302.0,True,92.916
ALO,Aston Martin,39.0,0 days 00:01:32.320000,2.0,9.0,SOFT,,,292.0,260.0,249.0,304.0,True,92.32
ALO,Aston Martin,40.0,0 days 00:01:31.691000,2.0,10.0,SOFT,,,307.0,260.0,250.0,312.0,True,91.691
ALO,Aston Martin,41.0,0 days 00:01:31.652000,2.0,11.0,SOFT,,,318.0,261.0,249.0,312.0,True,91.652
ALO,Aston Martin,42.0,0 days 00:01:31.829000,2.0,12.0,SOFT,,,300.0,259.0,250.0,306.0,True,91.829
ALO,Aston Martin,43.0,0 days 00:01:31.747000,2.0,13.0,SOFT,,,302.0,258.0,249.0,306.0,True,91.747
ALO,Aston Martin,44.0,0 days 00:01:32.131000,2.0,14.0,SOFT,,,302.0,257.0,248.0,306.0,True,92.131
ALO,Aston Martin,45.0,0 days 00:01:32.036000,2.0,15.0,SOFT,,,302.0,261.0,247.0,309.0,True,92.036
ALO,Aston Martin,46.0,0 days 00:01:32.891000,2.0,16.0,SOFT,,,299.0,260.0,246.0,308.0,True,92.891
ALO,Aston Martin,47.0,0 days 00:01:31.828000,2.0,17.0,SOFT,,,316.0,261.0,248.0,321.0,True,91.828
ALO,Aston Martin,48.0,0 days 00:01:31.338000,2.0,18.0,SOFT,,,315.0,261.0,248.0,318.0,True,91.338
ALO,Aston Martin,49.0,0 days 00:01:32.075000,2.0,19.0,SOFT,,,303.0,260.0,249.0,302.0,True,92.075
ALO,Aston Martin,50.0,0 days 00:01:31.999000,2.0,20.0,SOFT,,,303.0,260.0,249.0,305.0,True,91.999
ALO,Aston Martin,51.0,0 days 00:01:31.930000,2.0,21.0,SOFT,,,301.0,261.0,249.0,301.0,True,91.93
ALO,Aston Martin,52.0,0 days 00:01:31.711000,2.0,22.0,SOFT,,,303.0,260.0,249.0,304.0,True,91.711
LEC,Ferrari,2.0,0 days 00:01:33.994000,1.0,2.0,MEDIUM,,,295.0,255.0,245.0,300.0,True,93.994
LEC,Ferrari,3.0,0 days 00:01:32.934000,1.0,3.0,MEDIUM,,,309.0,254.0,247.0,303.0,True,92.934
LEC,Ferrari,4.0,0 days 00:01:32.961000,1.0,4.0,MEDIUM,,,297.0,252.0,247.0,298.0,True,92.961
LEC,Ferrari,5.0,0 days 00:01:34.409000,1.0,5.0,MEDIUM,,,304.0,253.0,246.0,290.0,True,94.409
LEC,Ferrari,6.0,0 days 00:01:33.761000,1.0,6.0,MEDIUM,,,290.0,252.0,246.0,291.0,True,93.761
LEC,Ferrari,7.0,0 days 00:01:33.403000,1.0,7.0,MEDIUM,,,291.0,254.0,245.0,296.0,True,93.403
LEC,Ferrari,8.0,0 days 00:01:33.244000,1.0,8.0,MEDIUM,,,292.0,255.0,246.0,296.0,True,93.244
LEC,Ferrari,9.0,0 days 00:01:33.087000,1.0,9.0,MEDIUM,,,292.0,254.0,246.0,300.0,True,93.087
LEC,Ferrari,10.0,0 days 00:01:33.167000,1.0,10.0,MEDIUM,,,293.0,252.0,246.0,293.0,True,93.167
LEC,Ferrari,11.0,0 days 00:01:33.048000,1.0,11.0,MEDIUM,,,291.0,254.0,246.0,293.0,True,93.048
LEC,Ferrari,12.0,0 days 00:01:33.621000,1.0,12.0,MEDIUM,,,291.0,253.0,246.0,293.0,True,93.621
LEC,Ferrari,13.0,0 days 00:01:33.214000,1.0,13.0,MEDIUM,,,292.0,253.0,245.0,291.0,True,93.214
LEC,Ferrari,14.0,0 days 00:01:33.523000,1.0,14.0,MEDIUM,,,295.0,253.0,246.0,300.0,True,93.523
